,항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드
2000,   이자수익.,롯데제과,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,entity01258507
2001,   지배기업 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
2002,   지배기업 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
2003,   해외사업장환산외화차이,롯데제과,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,entity01258507
2004,   현금흐름위험회피,롯데제과,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,entity01258507
2005,분기 기타포괄손익,롯데제과,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome
2006,   계속영업 우선주 기본주당이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2007,   계속영업 우선주 희석주당이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2008,   우선주 기본주당이익,크라운제과,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare
2009,   우선주 희석주당이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2010,   중단영업 우선주 기본주당이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2011,   중단영업 우선주 희석주당이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2012,관계기업투자 손익에 대한 지분,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2013,기타의대손상각비,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2014,대손상각비,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2015,분기순손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss
2016,상각후원가측정금융자산처분손실,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2017,상각후원가측정금융자산처분이익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2018,영업비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales
2019,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
2020,유효이자율법이자수익,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2021,지급보증부채전입액,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2022,지급보증부채환입액,롯데지주,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00120562
2023,      기타포괄손익-공정가치금융자산 평가손익,KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
2024,      기타포괄손익-공정가치금융자산평가손익,CSA 코스믹,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
2025,   보통주 기본 및 희석주당순이익(손실),롯데칠성음료,유가증권시장상장법인,112,비알코올음료 및 얼음 제조업,12,2020-03-31,1분기보고서,KRW,entity00120571
2026,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
2027,   우선주 기본 및 희석주당순이익(손실),롯데칠성음료,유가증권시장상장법인,112,비알코올음료 및 얼음 제조업,12,2020-03-31,1분기보고서,KRW,entity00120571
2028,   지배기업의 소유주,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
2029,관계기업지분법손익,삼원강재,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
2030,대손상각비(대손충당금 환입),롯데칠성음료,유가증권시장상장법인,112,비알코올음료 및 얼음 제조업,12,2020-03-31,1분기보고서,KRW,entity00120571
2031,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
2032,      계속영업당기순이익,롯데케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00165413
2033,      계속영업당기순이익,롯데케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00165413
2034,      기타포괄손익-공정가치금융자산평가손익,CSA 코스믹,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
2035,      중단영업당기순이익(손실),롯데케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00165413
2036,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
2037,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
2038,   기본및희석주당이익,LF,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare
2039,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
2040,   지배기업의 소유주,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
2041,계속영업연결순이익,롯데케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00165413
2042,중단영업연결순이익(손실),롯데케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00165413
2043,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
2044,      기타포괄손익-공정가치 금융자산 평가손익,대성엘텍,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
2045,관계기업에 대한 지분법손익,대교,유가증권시장상장법인,851,초등 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue
2046,대손상각비(환입),롯데푸드,유가증권시장상장법인,105,낙농제품 및 식용빙과류 제조업,12,2020-03-31,1분기보고서,KRW,entity00120508
2047,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
2048,기타의대손충당금환입,롯데하이마트,유가증권시장상장법인,473,가전제품 및 정보통신장비 소매업,12,2020-03-31,1분기보고서,KRW,entity00158307
2049,대손상각비(대손충당금환입),롯데하이마트,유가증권시장상장법인,473,가전제품 및 정보통신장비 소매업,12,2020-03-31,1분기보고서,KRW,entity00158307
2050,순금융원가,오리온,유가증권시장상장법인,107,기타 식품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts
2051,      기타포괄손익-공정가치 금융자산 평가손익,대성엘텍,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
2052,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
2053,관계기업투자 관련손익,한솔인티큐브,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
2054,   지분법자동변동,루미마이크로,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00533191
2055,계속영업손실,OCI,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations
2056,관계기업투자주식처분손실,루미마이크로,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00533191
2057,금융이익-기타,휴맥스홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
2058,기타의대손상각비,루미마이크로,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00533191
2059,매각예정자산손상차손환입,루미마이크로,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00533191
2060,      매도가능금융자산평가손익,KNN,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax
2061,지분법수익(비용),룽투코리아,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
2062,   비지배주주지분,OCI,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
2063,   지배주주지분,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
2064,   기타매출액,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
2065,관계기업의당기순손익에대한지분,리더스코스메틱,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00180263
2066,      기타영업수익,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2067,      대손상각비,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2068,      대출채권이자수익,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2069,      매출원가,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2070,      상품매출액,AP위성,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromSaleOfGoodsMerchandise
2071,      순확정급여부채의 재측정요소,BGF,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
2072,      용역매출액,AP위성,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromServices
2073,      이자비용,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2074,      채권추심이익,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2075,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
2076,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
2077,   금융업비용,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2078,   금융업수익,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2079,   기타비용,이매진아시아,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_LossesOnDisposalsOfPropertyPlantAndEquipment
2080,   기타수익,CNH,코스닥시장상장법인,642,신탁업 및 집합투자업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
2081,   비금융업비용,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2082,   비금융업수익,리드코프,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00117708
2083,   일반관리비,삼원테크,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_AdvertisingExpenses
2084,   지배기업의 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
2085,   후속적으로 당기손익으로 재분류되지 않는 항목,CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
